210 2 2 0 1 386 388 935
211 2 2 0 1 552 32 669
212 2 2 0 1 507 509 1116
213 2 2 0 1 481 836 873
214 2 2 0 1 580 578 824
215 2 2 0 1 370 368 511
216 2 2 0 1 607 470 1010
217 2 2 0 1 893 577 1104
218 2 2 0 1 514 512 564
219 2 2 0 1 387 391 533
220 2 2 0 1 439 432 461
221 2 2 0 1 479 494 518
222 2 2 0 1 32 552 676
223 2 2 0 1 505 506 507
224 2 2 0 1 578 209 824
225 2 2 0 1 598 930 1068
226 2 2 0 1 207 626 890
227 2 2 0 1 366 639 945
228 2 2 0 1 565 564 566
229 2 2 0 1 665 926 975
230 2 2 0 1 519 661 662
231 2 2 0 1 221 226 640
232 2 2 0 1 971 305 981
233 2 2 0 1 428 694 1021
234 2 2 0 1 532 738 1049
235 2 2 0 1 979 571 1058
236 2 2 0 1 400 504 1079
237 2 2 0 1 563 726 900
238 2 2 0 1 452 450 1017
239 2 2 0 1 661 519 812
240 2 2 0 1 337 1010 1026
241 2 2 0 1 589 207 890
242 2 2 0 1 504 434 505
243 2 2 0 1 878 758 997
244 2 2 0 1 690 692 754
245 2 2 0 1 404 733 899
246 2 2 0 1 503 659 944
247 2 2 0 1 410 432 439
248 2 2 0 1 664 665 975
249 2 2 0 1 394 392 428
250 2 2 0 1 998 343 1073
251 2 2 0 1 355 354 1088
252 2 2 0 1 476 439 1155
253 2 2 0 1 384 385 386
254 2 2 0 1 345 540 1032
255 2 2 0 1 420 418 479
256 2 2 0 1 666 664 975
257 2 2 0 1 283 245 931
258 2 2 0 1 601 356 1097
259 2 2 0 1 410 408 432
260 2 2 0 1 785 499 941
261 2 2 0 1 251 670 999
262 2 2 0 1 532 1049 1141
263 2 2 0 1 416 414 441
264 2 2 0 1 447 444 658
265 2 2 0 1 245 331 931
266 2 2 0 1 804 803 929
267 2 2 0 1 361 360 1018
268 2 2 0 1 850 958 981
269 2 2 0 1 439 461 1155
270 2 2 0 1 592 495 654
271 2 2 0 1 758 269 877
272 2 2 0 1 557 555 823
273 2 2 0 1 861 950 1017
274 2 2 0 1 701 585 876
275 2 2 0 1 604 603 820
276 2 2 0 1 267 383 1094
277 2 2 0 1 392 386 935
278 2 2 0 1 479 645 1120
279 2 2 0 1 519 662 821
280 2 2 0 1 479 418 494
281 2 2 0 1 567 722 894
282 2 2 0 1 365 364 1027
283 2 2 0 1 597 258 1035
284 2 2 0 1 479 518 521
285 2 2 0 1 251 247 670
286 2 2 0 1 345 318 540
287 2 2 0 1 724 690 754
288 2 2 0 1 429 724 784
289 2 2 0 1 514 564 565
290 2 2 0 1 424 422 474
291 2 2 0 1 267 271 328
292 2 2 0 1 581 637 1127
293 2 2 0 1 489 475 555
294 2 2 0 1 276 838 1104
295 2 2 0 1 607 296 660
296 2 2 0 1 594 652 742
297 2 2 0 1 533 391 1151
298 2 2 0 1 828 831 836
299 2 2 0 1 219 218 220
300 2 2 0 1 564 512 954
301 2 2 0 1 523 746 749
302 2 2 0 1 456 454 480
303 2 2 0 1 586 438 681
304 2 2 0 1 480 454 1162
305 2 2 0 1 521 518 642
306 2 2 0 1 217 216 218
307 2 2 0 1 543 729 752
308 2 2 0 1 221 220 222
309 2 2 0 1 843 846 1101
310 2 2 0 1 505 507 510
311 2 2 0 1 398 396 434
312 2 2 0 1 45 1 1069
313 2 2 0 1 470 607 660
314 2 2 0 1 777 774 818
315 2 2 0 1 546 235 1028
316 2 2 0 1 223 222 227
317 2 2 0 1 370 511 1128
318 2 2 0 1 596 1001 1160
319 2 2 0 1 505 434 506
320 2 2 0 1 603 606 820
321 2 2 0 1 770 878 997
322 2 2 0 1 239 656 793
323 2 2 0 1 300 296 607
324 2 2 0 1 217 219 602
325 2 2 0 1 258 595 1035
326 2 2 0 1 694 428 935
327 2 2 0 1 1033 465 1043
328 2 2 0 1 275 279 336
329 2 2 0 1 529 427 862
330 2 2 0 1 429 723 724
331 2 2 0 1 394 428 1193
332 2 2 0 1 566 577 893
333 2 2 0 1 629 628 1156
334 2 2 0 1 344 318 345
335 2 2 0 1 683 581 1127
336 2 2 0 1 408 404 899
337 2 2 0 1 443 427 1147
338 2 2 0 1 507 506 509
339 2 2 0 1 474 422 1172
340 2 2 0 1 851 971 981
341 2 2 0 1 427 529 1147
342 2 2 0 1 926 782 975
343 2 2 0 1 958 851 981
344 2 2 0 1 721 719 897
345 2 2 0 1 221 222 223
346 2 2 0 1 384 328 385
347 2 2 0 1 648 508 1004
348 2 2 0 1 364 361 1027
349 2 2 0 1 544 644 728
350 2 2 0 1 585 701 907
351 2 2 0 1 207 612 626
352 2 2 0 1 360 355 1018
