59 2 2 0 1 8 9 6
60 2 2 0 1 10 8 6
61 2 2 0 1 36 118 172
62 2 2 0 1 104 156 200
63 2 2 0 1 106 118 148
64 2 2 0 1 163 133 186
65 2 2 0 1 151 134 178
66 2 2 0 1 125 110 127
67 2 2 0 1 60 131 132
68 2 2 0 1 95 149 157
69 2 2 0 1 35 36 172
70 2 2 0 1 93 95 157
71 2 2 0 1 60 15 131
72 2 2 0 1 127 54 202
73 2 2 0 1 96 93 157
74 2 2 0 1 148 118 184
75 2 2 0 1 149 95 156
76 2 2 0 1 133 163 178
77 2 2 0 1 115 52 153
78 2 2 0 1 109 112 177
79 2 2 0 1 96 157 189
80 2 2 0 1 146 157 158
81 2 2 0 1 157 146 189
82 2 2 0 1 52 8 154
83 2 2 0 1 8 53 154
84 2 2 0 1 112 147 177
85 2 2 0 1 54 127 175
86 2 2 0 1 75 77 121
87 2 2 0 1 107 75 121
88 2 2 0 1 52 115 181
89 2 2 0 1 138 91 140
90 2 2 0 1 108 167 185
91 2 2 0 1 127 110 175
92 2 2 0 1 167 136 185
93 2 2 0 1 142 150 180
94 2 2 0 1 12 10 6
95 2 2 0 1 9 11 6
96 2 2 0 1 16 130 131
97 2 2 0 1 80 119 121
98 2 2 0 1 106 149 156
99 2 2 0 1 118 36 184
100 2 2 0 1 80 82 119
101 2 2 0 1 142 141 150
102 2 2 0 1 97 155 164
103 2 2 0 1 152 113 202
104 2 2 0 1 112 113 152
105 2 2 0 1 100 104 200
106 2 2 0 1 119 120 121
107 2 2 0 1 109 140 168
108 2 2 0 1 145 116 189
109 2 2 0 1 117 143 190
110 2 2 0 1 110 125 159
111 2 2 0 1 146 145 189
112 2 2 0 1 143 144 190
113 2 2 0 1 155 113 164
114 2 2 0 1 122 53 179
115 2 2 0 1 140 91 168
116 2 2 0 1 16 17 130
117 2 2 0 1 104 106 156
118 2 2 0 1 13 14 134
119 2 2 0 1 147 112 152
120 2 2 0 1 15 16 131
121 2 2 0 1 140 109 177
122 2 2 0 1 53 122 171
123 2 2 0 1 26 147 152
124 2 2 0 1 77 80 121
125 2 2 0 1 106 148 149
126 2 2 0 1 88 90 102
127 2 2 0 1 97 126 155
128 2 2 0 1 153 52 154
129 2 2 0 1 46 47 117
130 2 2 0 1 44 45 116
131 2 2 0 1 121 120 199
132 2 2 0 1 58 35 172
133 2 2 0 1 123 124 128
134 2 2 0 1 65 145 146
135 2 2 0 1 165 129 173
136 2 2 0 1 143 64 144
137 2 2 0 1 82 88 119
138 2 2 0 1 68 70 122
139 2 2 0 1 60 132 133
140 2 2 0 1 59 18 123
141 2 2 0 1 149 148 158
142 2 2 0 1 62 135 136
143 2 2 0 1 59 123 128
144 2 2 0 1 124 126 176
145 2 2 0 1 51 1 192
146 2 2 0 1 115 153 161
147 2 2 0 1 119 102 120
148 2 2 0 1 155 127 202
149 2 2 0 1 70 73 122
150 2 2 0 1 124 176 196
151 2 2 0 1 150 65 180
152 2 2 0 1 73 107 122
153 2 2 0 1 59 128 129
154 2 2 0 1 37 38 61
155 2 2 0 1 14 15 60
156 2 2 0 1 62 33 135
157 2 2 0 1 14 60 134
158 2 2 0 1 148 142 158
159 2 2 0 1 163 144 178
160 2 2 0 1 61 141 142
161 2 2 0 1 88 89 90
162 2 2 0 1 123 63 124
163 2 2 0 1 88 102 119
164 2 2 0 1 17 59 130
165 2 2 0 1 90 100 161
166 2 2 0 1 17 18 59
167 2 2 0 1 34 35 58
168 2 2 0 1 124 125 126
169 2 2 0 1 61 38 141
170 2 2 0 1 61 142 148
171 2 2 0 1 34 58 135
172 2 2 0 1 82 87 88
173 2 2 0 1 61 148 184
174 2 2 0 1 1 13 192
175 2 2 0 1 13 134 192
176 2 2 0 1 27 55 147
177 2 2 0 1 27 28 55
178 2 2 0 1 24 25 54
179 2 2 0 1 137 136 138
180 2 2 0 1 91 138 167
181 2 2 0 1 49 64 143
182 2 2 0 1 65 42 145
183 2 2 0 1 153 102 161
184 2 2 0 1 49 50 64
185 2 2 0 1 41 42 65
186 2 2 0 1 19 63 123
187 2 2 0 1 54 152 202
188 2 2 0 1 73 75 107
189 2 2 0 1 120 102 153
190 2 2 0 1 48 49 143
191 2 2 0 1 42 43 145
192 2 2 0 1 90 98 100
193 2 2 0 1 18 19 123
194 2 2 0 1 139 138 140
195 2 2 0 1 41 65 150
196 2 2 0 1 62 136 137
197 2 2 0 1 126 97 176
198 2 2 0 1 124 63 125
199 2 2 0 1 64 50 151
200 2 2 0 1 131 130 166
201 2 2 0 1 136 135 185
202 2 2 0 1 26 27 147
203 2 2 0 1 64 151 178
204 2 2 0 1 5 44 188
205 2 2 0 1 47 7 187
206 2 2 0 1 62 137 160
207 2 2 0 1 33 34 135
208 2 2 0 1 55 28 169
209 2 2 0 1 19 20 63
210 2 2 0 1 32 33 62
211 2 2 0 1 88 87 89
212 2 2 0 1 38 39 141
213 2 2 0 1 137 138 139
214 2 2 0 1 126 125 127
215 2 2 0 1 59 129 130
216 2 2 0 1 24 54 175
217 2 2 0 1 40 41 150
218 2 2 0 1 160 137 204
219 2 2 0 1 77 79 80
220 2 2 0 1 50 51 151
221 2 2 0 1 29 30 111
222 2 2 0 1 22 23 110
223 2 2 0 1 100 103 104
224 2 2 0 1 132 131 203
225 2 2 0 1 54 25 152
226 2 2 0 1 25 26 152
227 2 2 0 1 90 89 98
228 2 2 0 1 70 72 73
229 2 2 0 1 43 5 188
230 2 2 0 1 7 48 187
231 2 2 0 1 126 127 155
232 2 2 0 1 55 169 201
233 2 2 0 1 125 63 159
234 2 2 0 1 102 90 161
235 2 2 0 1 128 124 196
236 2 2 0 1 146 158 180
237 2 2 0 1 154 53 171
238 2 2 0 1 114 94 115
239 2 2 0 1 68 122 179
240 2 2 0 1 46 117 182
241 2 2 0 1 116 45 183
242 2 2 0 1 20 21 159
243 2 2 0 1 31 32 160
244 2 2 0 1 147 55 177
245 2 2 0 1 161 100 200
246 2 2 0 1 80 81 82
247 2 2 0 1 29 111 169
248 2 2 0 1 112 99 113
249 2 2 0 1 120 153 154
250 2 2 0 1 173 129 207
251 2 2 0 1 36 37 184
252 2 2 0 1 157 149 158
253 2 2 0 1 80 79 81
254 2 2 0 1 129 165 206
255 2 2 0 1 100 98 103
256 2 2 0 1 104 105 106
257 2 2 0 1 110 23 175
258 2 2 0 1 130 129 206
259 2 2 0 1 6 11 198
260 2 2 0 1 12 6 197
261 2 2 0 1 4 40 191
262 2 2 0 1 9 8 52
263 2 2 0 1 8 10 53
264 2 2 0 1 60 133 134
265 2 2 0 1 82 86 87
266 2 2 0 1 73 74 75
267 2 2 0 1 107 121 199
268 2 2 0 1 63 20 159
269 2 2 0 1 32 62 160
270 2 2 0 1 138 136 167
271 2 2 0 1 39 4 191
272 2 2 0 1 77 78 79
273 2 2 0 1 75 76 77
274 2 2 0 1 133 132 186
275 2 2 0 1 82 81 86
276 2 2 0 1 73 72 74
277 2 2 0 1 104 103 105
278 2 2 0 1 44 116 188
279 2 2 0 1 117 47 187
280 2 2 0 1 86 81 99
281 2 2 0 1 86 99 109
282 2 2 0 1 111 160 204
283 2 2 0 1 154 171 199
284 2 2 0 1 183 96 189
285 2 2 0 1 85 182 190
286 2 2 0 1 109 99 112
287 2 2 0 1 79 78 97
288 2 2 0 1 10 12 56
289 2 2 0 1 11 9 57
290 2 2 0 1 113 99 164
291 2 2 0 1 56 67 68
292 2 2 0 1 166 130 206
293 2 2 0 1 89 87 91
294 2 2 0 1 77 76 78
295 2 2 0 1 144 64 178
296 2 2 0 1 169 139 201
297 2 2 0 1 122 107 171
298 2 2 0 1 143 117 187
299 2 2 0 1 116 145 188
300 2 2 0 1 78 76 101
301 2 2 0 1 70 71 72
302 2 2 0 1 30 3 193
303 2 2 0 1 3 31 193
304 2 2 0 1 2 22 194
305 2 2 0 1 21 2 194
306 2 2 0 1 120 154 199
307 2 2 0 1 93 57 94
308 2 2 0 1 103 98 108
309 2 2 0 1 65 146 180
310 2 2 0 1 75 74 76
311 2 2 0 1 106 105 118
312 2 2 0 1 196 101 207
313 2 2 0 1 81 79 164
314 2 2 0 1 28 29 169
315 2 2 0 1 115 161 200
316 2 2 0 1 86 109 168
317 2 2 0 1 68 69 70
318 2 2 0 1 79 97 164
319 2 2 0 1 71 69 83
320 2 2 0 1 37 61 184
321 2 2 0 1 87 86 168
322 2 2 0 1 114 115 200
323 2 2 0 1 91 87 168
324 2 2 0 1 99 81 164
325 2 2 0 1 115 94 181
326 2 2 0 1 129 128 207
327 2 2 0 1 72 71 84
328 2 2 0 1 23 24 175
329 2 2 0 1 70 69 71
330 2 2 0 1 135 58 185
331 2 2 0 1 10 56 179
332 2 2 0 1 74 72 165
333 2 2 0 1 69 67 162
334 2 2 0 1 95 94 114
335 2 2 0 1 57 9 181
336 2 2 0 1 95 114 156
337 2 2 0 1 97 78 176
338 2 2 0 1 167 108 195
339 2 2 0 1 48 143 187
340 2 2 0 1 145 43 188
341 2 2 0 1 128 196 207
342 2 2 0 1 116 183 189
343 2 2 0 1 182 117 190
344 2 2 0 1 151 51 192
345 2 2 0 1 105 103 170
346 2 2 0 1 78 101 176
347 2 2 0 1 67 85 162
348 2 2 0 1 72 84 165
349 2 2 0 1 68 67 69
350 2 2 0 1 103 108 170
351 2 2 0 1 83 69 162
352 2 2 0 1 170 58 172
353 2 2 0 1 101 76 173
354 2 2 0 1 93 94 95
355 2 2 0 1 53 10 179
356 2 2 0 1 169 111 204
357 2 2 0 1 58 170 185
358 2 2 0 1 166 84 203
359 2 2 0 1 9 52 181
360 2 2 0 1 56 68 179
361 2 2 0 1 84 166 206
362 2 2 0 1 118 105 172
363 2 2 0 1 170 108 185
364 2 2 0 1 76 74 173
365 2 2 0 1 89 91 195
366 2 2 0 1 71 83 174
367 2 2 0 1 141 39 191
368 2 2 0 1 40 150 191
369 2 2 0 1 158 142 180
370 2 2 0 1 56 66 67
371 2 2 0 1 92 57 93
372 2 2 0 1 83 162 163
373 2 2 0 1 67 66 85
374 2 2 0 1 92 93 96
375 2 2 0 1 150 141 191
376 2 2 0 1 91 167 195
377 2 2 0 1 94 57 181
378 2 2 0 1 105 170 172
379 2 2 0 1 84 71 174
380 2 2 0 1 134 151 192
381 2 2 0 1 131 166 203
382 2 2 0 1 108 98 195
383 2 2 0 1 74 165 173
384 2 2 0 1 159 21 194
385 2 2 0 1 31 160 193
386 2 2 0 1 111 30 193
387 2 2 0 1 22 110 194
388 2 2 0 1 132 174 186
389 2 2 0 1 174 83 186
390 2 2 0 1 139 169 204
391 2 2 0 1 139 140 201
392 2 2 0 1 144 163 205
393 2 2 0 1 165 84 206
394 2 2 0 1 113 155 202
395 2 2 0 1 83 163 186
396 2 2 0 1 110 159 194
397 2 2 0 1 160 111 193
398 2 2 0 1 84 174 203
399 2 2 0 1 56 12 66
400 2 2 0 1 11 57 92
401 2 2 0 1 85 66 182
402 2 2 0 1 92 96 183
403 2 2 0 1 137 139 204
404 2 2 0 1 98 89 195
405 2 2 0 1 162 85 205
406 2 2 0 1 101 173 207
407 2 2 0 1 85 190 205
408 2 2 0 1 174 132 203
409 2 2 0 1 176 101 196
410 2 2 0 1 11 92 198
411 2 2 0 1 66 12 197
412 2 2 0 1 140 177 201
413 2 2 0 1 177 55 201
414 2 2 0 1 163 162 205
415 2 2 0 1 171 107 199
416 2 2 0 1 190 144 205
417 2 2 0 1 92 183 198
418 2 2 0 1 182 66 197
419 2 2 0 1 183 45 198
420 2 2 0 1 46 182 197
421 2 2 0 1 45 6 198
422 2 2 0 1 6 46 197
423 2 2 0 1 156 114 200
424 2 2 0 1 134 133 178
