26 2 2 0 1 18 28 29
27 2 2 0 1 14 25 32
28 2 2 0 1 15 23 29
29 2 2 0 1 8 31 36
30 2 2 0 1 10 2 18
31 2 2 0 1 11 3 20
32 2 2 0 1 13 1 19
33 2 2 0 1 12 4 21
34 2 2 0 1 33 17 37
35 2 2 0 1 20 12 26
36 2 2 0 1 21 13 24
37 2 2 0 1 19 10 22
38 2 2 0 1 4 13 21
39 2 2 0 1 3 12 20
40 2 2 0 1 1 10 19
41 2 2 0 1 2 11 18
42 2 2 0 1 16 8 36
43 2 2 0 1 18 11 28
44 2 2 0 1 9 34 37
45 2 2 0 1 22 10 23
46 2 2 0 1 24 13 25
47 2 2 0 1 26 12 27
48 2 2 0 1 10 18 23
49 2 2 0 1 13 19 25
50 2 2 0 1 12 21 27
51 2 2 0 1 8 29 31
52 2 2 0 1 35 34 36
53 2 2 0 1 34 27 37
54 2 2 0 1 25 19 32
55 2 2 0 1 27 21 33
56 2 2 0 1 19 22 32
57 2 2 0 1 21 24 33
58 2 2 0 1 11 20 28
59 2 2 0 1 23 18 29
60 2 2 0 1 20 26 30
61 2 2 0 1 28 20 30
62 2 2 0 1 22 23 32
63 2 2 0 1 24 25 33
64 2 2 0 1 31 35 36
65 2 2 0 1 30 26 34
66 2 2 0 1 26 27 34
67 2 2 0 1 28 30 31
68 2 2 0 1 30 34 35
69 2 2 0 1 27 33 37
70 2 2 0 1 31 30 35
71 2 2 0 1 29 28 31
72 2 2 0 1 14 6 25
73 2 2 0 1 6 17 33
74 2 2 0 1 25 6 33
75 2 2 0 1 7 14 32
76 2 2 0 1 15 7 23
77 2 2 0 1 23 7 32
78 2 2 0 1 8 15 29
79 2 2 0 1 9 16 36
80 2 2 0 1 17 9 37
81 2 2 0 1 34 9 36
